ACCE_ABSORB_COST	 я«бнЁ «бѕгћ: %d
PET_TOOLTIP_SKILL_BONUS_VALUE	Ён  ѕ—н» «б√»Ў«б
PET_TOOLTIP_SKILL_CUR_LEVEL	г” жм: %d
PET_TOOLTIP_SKILL_NEXT_LEVEL	«бг” жм «б «бн: %d (max. %d)
PET_TOOLTIP_SP	MP
PET_TOOLTIP_TRADABLE	ё«»б ббг «ћ—…
PET_TOOLTUP_SKILL	%s (г” жм %d)
PICK_ITEM_TITLE	—ёг «б‘нЅ
PICK_MONEY_TITLE	«бг»бџ
PREMIUM_PRIVATE_ITEM_ADD_LIMIT_WON	б« нћж“ √д   ћ«ж“ «б»джѕ «бгЏ—ж÷… бб»нЏ ≈ћг«бн «бёнг… «бг”гжЌ »е«.
PREMIUM_PRIVATE_ITEM_ADD_LIMIT_YANG	б« нћж“ √д   ћ«ж“ «б»джѕ «бгЏ—ж÷… бб»нЏ ≈ћг«бн «бёнг… «бг”гжЌ »е«.
PREMIUM_PRIVATE_MODIFY_LIMIT_WON	е–« √яЋ— гд 999 жжд. «б—ћ«Ѕ ћгЏ «б√гж«б √жб«.
PREMIUM_PRIVATE_MODIFY_LIMIT_YANG	е–« √яЋ— гд 2 гбн«— н«дџ. «б—ћ«Ѕ ћгЏ «б√гж«б √жб«.
PREMIUM_PRIVATE_SHOP_CANNOT_OPEN_MAP	б« нгядя Ё Ќ –бя Џбм е–е «бќ—нЎ….
PREMIUM_PRIVATE_SHOP_CLOSE_QUESTIONG	еб  —нѕ ≈џб«ё «бг ћ— «б‘ќ’нњ
PREMIUM_PRIVATE_SHOP_DURATION	«бгѕ…: %s
PREMIUM_PRIVATE_SHOP_MODIFY_STATE_OPEN_FAIL	«бг ћ— џн— гЁ жЌ Ќ«бн« б√де  Ќ  «б≈ѕ«—….
PREMIUM_PRIVATE_SHOP_NO_BUFF	е–« «б“— ббг ћ— «б‘ќ’н «бггн“. Џбня ‘—«∆е гд «бг ћ— б«” ќѕ«ге.
PREMIUM_PRIVATE_SHOP_PASSWORD_TITLE	ябг… «б”—
PREMIUM_PRIVATE_SHOP_POSITION	%s (%d°%d) - CH-%d
PREMIUM_PRIVATE_SHOP_USE_ITEM	еб  —нѕ «” ќѕ«г »дѕ "«бг ћ— «б‘ќ’н «бггн“"њ
PREMIUM_PRIVATE_TAX_ADJUSTMENT_LIMIT_WON	б« нгядя  Ќ’нб «б√гж«б ЌнЋ ”няжд бѕня √яЋ— гд 999 жжд.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_LIMIT_YANG	б« нгядя  Ќ’нб «б√гж«б б√де ”няжд бѕня √яЋ— гд 2 гбн«— н«дџ.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_NONE	б« нжћѕ дёжѕ бћгЏе«.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_OVERFLOW_WON	бёѕ √жѕЏ  жжд √яЋ— гг« нгядя ”Ќ»е.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_OVERFLOW_YANG	бёѕ √жѕЏ  н«дџ √яЋ— гг« нгядя ”Ќ»е.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_WRONG_INPUT	б« нгядя  Ќ’нб «б√гж«б б√дя √ѕќб  г»бџр« я»н—р« ћѕр«.
PRIVATESHOPSEARCH_ABLITY_POTION	дѕм
PRIVATESHOPSEARCH_ACCESSORY_SOCKET	Ћж» —ЁнЏ
PRIVATESHOPSEARCH_ARMOR	ѕ—жЏ
PRIVATESHOPSEARCH_ARROW	”е«г
PRIVATESHOPSEARCH_BELL	√ћ—«”
PRIVATESHOPSEARCH_BELT	√Ќ“г…
PRIVATESHOPSEARCH_BLEND	ћ—Џ« 
PRIVATESHOPSEARCH_BLOOD_PEARL	бƒбƒ… я—“н…
PRIVATESHOPSEARCH_BLUE_PEARL	бƒбƒ… “—ё«Ѕ
PRIVATESHOPSEARCH_BODY	ѕ—жЏ
PRIVATESHOPSEARCH_BOW	√ёж«”
PRIVATESHOPSEARCH_BUYTIME	еб  —џ» Ён ‘—«Ѕ е–« «б»дѕ «б–н «ќ — ењ
PRIVATESHOPSEARCH_CLAW	гќ«б»
PRIVATESHOPSEARCH_CLEAR_POTION	≈я”н—« 
PRIVATESHOPSEARCH_COSTUME	√“н«Ѕ
PRIVATESHOPSEARCH_COSTUMEBODY	“н
PRIVATESHOPSEARCH_COSTUMEHAIR	 ”—нЌ… ‘Џ—
PRIVATESHOPSEARCH_COSTUME_ACCE	√ж‘Ќ…
PRIVATESHOPSEARCH_COSTUME_MOUNT	ѕ«»ш…
PRIVATESHOPSEARCH_CRYSTAL	»бшхж—
PRIVATESHOPSEARCH_DAGGER	ќд«ћ—
PRIVATESHOPSEARCH_DEAD	гнш 
PRIVATESHOPSEARCH_DETACHMENT	ѕбнб «бЌћ—
PRIVATESHOPSEARCH_DIAMOND	г«”…
PRIVATESHOPSEARCH_DS	янгн«Ѕ Ќћ— «б днд
PRIVATESHOPSEARCH_DS_BLACK	ћ“Џ
PRIVATESHOPSEARCH_DS_BLUE	н«ёж 
PRIVATESHOPSEARCH_DS_GREEN	н‘г
PRIVATESHOPSEARCH_DS_RED	н«ёж 
PRIVATESHOPSEARCH_DS_WHITE	г«”…
PRIVATESHOPSEARCH_DS_YELLOW	Џёнё
PRIVATESHOPSEARCH_EAR	Ќбё
PRIVATESHOPSEARCH_FAN	г—«жЌ
PRIVATESHOPSEARCH_FISH	√”г«я
PRIVATESHOPSEARCH_FOOTS	√Ќ–н…
PRIVATESHOPSEARCH_GEM	гћже—« 
PRIVATESHOPSEARCH_GIFTBOX	’д«ѕнё «беѕ«н«
PRIVATESHOPSEARCH_HEAD	ќж–« 
PRIVATESHOPSEARCH_LIVE	Ќнш
PRIVATESHOPSEARCH_MATERIAL	гж«ѕ
PRIVATESHOPSEARCH_METIN	√Ќћ«— ‘»Ќн…
PRIVATESHOPSEARCH_NECK	ёб«∆ѕ
PRIVATESHOPSEARCH_NEED_ITEM_BUY	б« нгядя ‘—«Ѕ √‘н«Ѕ ѕжд «бЌ“г… «б’ЌнЌ….
PRIVATESHOPSEARCH_NEED_ITEM_FIND	б« нгядя «б»ЌЋ Џд √‘н«Ѕ ѕжд «бЌ“г… «б’ЌнЌ….
PRIVATESHOPSEARCH_NODELAY_POTION	»джѕ дё«Ў «бЌн«…
PRIVATESHOPSEARCH_ORE	гЏѕд ќ«г
PRIVATESHOPSEARCH_PET	дў«г «б—шЁ«ё
PRIVATESHOPSEARCH_PETAGG	»н÷ «б—шЁ«ё
PRIVATESHOPSEARCH_PETSKILLBOOK	я «» ге«—«  «б—Ёнё
PRIVATESHOPSEARCH_PICK	гуд«яцн‘
PRIVATESHOPSEARCH_POTION	ћ—Џ« 
PRIVATESHOPSEARCH_QUEST	гег…
PRIVATESHOPSEARCH_QUIVER	ћЏ»… «б”ше«г
PRIVATESHOPSEARCH_RESOURCE	 Ќ”нд «б»джѕ
PRIVATESHOPSEARCH_ROD	’нѕ «б”гя
PRIVATESHOPSEARCH_SELECTITEM	ёг »«ќ н«— »дѕ.
PRIVATESHOPSEARCH_SHIELD	√ —«”
PRIVATESHOPSEARCH_SKILLBOOK	ях » «бге«—« 
PRIVATESHOPSEARCH_SKILLFORGET	я «» «бд”н«д
PRIVATESHOPSEARCH_SPECIAL	џн—е
PRIVATESHOPSEARCH_STONE	‘ў«н« «бЎ«ё…
PRIVATESHOPSEARCH_SWORD	”нЁ нѕ ж«Ќѕ…
PRIVATESHOPSEARCH_TREASUREBOX	’д«ѕнё
PRIVATESHOPSEARCH_TUNING	бЁ«∆Ё
PRIVATESHOPSEARCH_TWOSWORD	”нЁ «бнѕнд
PRIVATESHOPSEARCH_UNIQUE	Ё—нѕ гд джЏе
PRIVATESHOPSEARCH_USEITEM	√‘н«Ѕ «” еб«ян…
PRIVATESHOPSEARCH_USESPECIAL	џн—е
PRIVATESHOPSEARCH_WEAPON	√”бЌ…
PRIVATESHOPSEARCH_WHITE_PEARL	бƒбƒ… »н÷«Ѕ
PRIVATESHOPSEARCH_WRIST	√”«ж—
PRIVATE_SHOP_CANNOT_SELL_ITEM	б« нхгядя »нЏ е–« «б‘нЅ Ён г ћ— ќ«’.
PRIVATE_SHOP_CLOSE_QUESTION	еб  —нѕ ≈џб«ё «бг ћ— «бќ«’њ
PRIVATE_SHOP_INPUT_NAME_DIALOG_TITLE	«”г «бг ћ— «бќ«’
PRIVATE_SHOP_INPUT_PRICE_DIALOG_TITLE	”Џ—
PRIVATE_SHOP_SEARCH_VNUM_ITEM_NOT_FOUND	бг н г «бЏЋж— Џбм √н д нћ….
PRIVATE_SHOP_SEARCH_VNUM_ITEM_NOT_SELECTED	«ќ — »дѕ« бб»ЌЋ.
PVP_LEVEL0	Ё«—”н
PVP_LEVEL1	ду»цнб
PVP_LEVEL2	ћуншцѕ
PVP_LEVEL3	бЎнЁ
PVP_LEVEL4	гЌ«нѕ
PVP_LEVEL5	Џѕ«∆н
PVP_LEVEL6	г«я—
PVP_LEVEL7	ќ»нЋ
PVP_LEVEL8	ЁуўцнЏ
PVP_MODE_GUILD	 ЁЏнб «б—«»Ў… - дў«г б«Џ» ÷ѕ б«Џ»
PVP_MODE_KILL	дў«г б«Џ» ÷ѕ б«Џ» - »ѕжд ёнѕ
PVP_MODE_NORMAL	дў«г б«Џ» ÷ѕ б«Џ» -  ‘џнб «б”б«г
PVP_MODE_PROTECT	б«Џ» ÷ѕ б«Џ» -  ЁЏнб «бЌг«н…
PVP_MODE_REVENGE	б«Џ» ÷ѕ б«Џ» - дў«г Џѕ«∆н
PVP_OPTION_KILL	»ѕжд ёнѕ
PVP_OPTION_NORMAL	«б”б«г
PVP_OPTION_PROTECT	«бЌг«н…
PVP_OPTION_REVENGE	Џѕ«∆н
PVP_TOURNAMENT_DO_NOT_AUTO	б« нгядя «” ќѕ«г «бећжг «б бё«∆н ќб«б »Ўжб… «бг»«—“… PvP.
QUEST_APPEND	 г  ”ћнб √г— ћѕнѕ.
QUEST_HOUR	”«Џ…/”«Џ« 
QUEST_MIN	ѕёнё…
QUEST_SEC	Ћ«дн…
QUEST_TIMEOVER	«д ем «бжё 
QUEST_UNLIMITED_TIME	»ѕжд ёнѕт “гдн
QUEST_ZEROSEC	0 Ћ«дн…
QUICKSLOT_REGISTER_DISABLE_ITEM	б« нгяд “н«ѕ… е–« «бџ—÷ ≈бм ”«Ќ… «бећжг «б”—нЏ.
RAMADAN_EVENT_BREAD_MAX_COUNT	бёѕ ж’б  ≈бм «бЌѕ «б√ё’м «бггяд гд «бќ»“.
RAMADAN_EVENT_FIG_MAX_COUNT	бёѕ ж’б  ≈бм «бЌѕ «б√ё’м «бггяд гд Ћг—… «бЋж«».
RAMADAN_EVENT_GET_BREAD	бёѕ Ќ’б  Џбм 1 ќ»“.
RAMADAN_EVENT_GET_FIG	бёѕ Ќ’б  Џбм 1 Ћг—… «бЋж«».
RAMADAN_EVENT_NOT_ENOUGH_BREAD	√д  »Ќ«ћ… ≈бм 10 гд «бќ»“.
RANKING	— »…
RANKING_BOARD_MEMBER	«б√Џ÷«Ѕ
RECEIVE_MESSAGE	%s √—”б бя —”«б….
REFINE_COST	 я«бнЁ «б Ќ”нд: %d н«дџ
REFINE_DESTROY_WARNING	ёѕ нƒѕн  Ќ”нд е–« «б‘нЅ ≈бм  ѕгн—е.
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_1	еб  —нѕ »«бЁЏб  Ќ”нд е–« «б‘∆њ
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_2	ёѕ н Џ—÷ е–« «б‘нЅ бб ѕгн— Џдѕ «бЁ‘б. еб  —џ» —џг –бя Ён «б«” г—«—њ
REFINE_DOWN_GRADE_WARNING	ёѕ   ”»» Џгбн… «б Ќ”нд Ён «б ќЁн÷ гд ёнг… е–« «б‘нЅ.
REFINE_DO_YOU_SEPARATE_METIN	Ќ–Ё ћгнЏ «б√Ќћ«— «б‘ш»Ќн…њ
REFINE_ELEMENT_CHANGE_TEXT	бёѕ Ќ’б %s Џбм «бЏд’— %s!
REFINE_ELEMENT_DOWNGRADE_TEXT	 г  ќЁн÷ г” жм ”Ќ— «бЏд«’—.
REFINE_ELEMENT_EXIST	нЌ жн «б»дѕ »«бЁЏб Џбм Џд’— ¬ќ—.
REFINE_ELEMENT_GRADE_MAX	 г «бж’жб ≈бм «бЌѕ «б√ё’м бг” жм ”Ќ— «бЏд«’—.
REFINE_ELEMENT_NOT_ENOUGHT_GRADE	н жЁ— ”Ќ— «бЏд«’— бб√”бЌ… Ён г” жм +7 Ё√Џбм.
REFINE_ELEMENT_NOT_ENOUGHT_YANG	бн” бѕня н«дџ я«Ёт.
REFINE_ELEMENT_NOT_EXSIT	б« нгяд «” ќѕ«ге гЏ е–« «б»дѕ.
REFINE_ELEMENT_TEXT_DARK	ўб«г +%d
REFINE_ELEMENT_TEXT_EARTH	√—÷ +%d
REFINE_ELEMENT_TEXT_ELECT	»—ё +%d
REFINE_ELEMENT_TEXT_FIRE	д«— +%d
REFINE_ELEMENT_TEXT_ICE	ћбнѕ +%d
REFINE_ELEMENT_TEXT_WIND	—н«Ќ +%d
REFINE_ELEMENT_UPGRADE_FAIL_TEXT	бёѕ Ё‘б  ”Ќ— «бЏд«’—.
REFINE_ELEMENT_UPGRADE_SUCCESS_TEXT	бёѕ дћЌ ”Ќ— «бЏд«’—.
REFINE_FAILURE	бб√”Ё°бг ддћЌ! бёѕ Ё‘бд«.
REFINE_FAILURE_CAN_NOT_ATTACH	б« н” ЎнЏ %s ≈÷«Ё… √н ‘нЅ бе–« «б»дѕ.
REFINE_FAILURE_DEL_ITEM	бёѕ Ё‘б  Џгбн… «б’ёб. бёѕ  г  ѕгн— е–« «б‘нЅ.
REFINE_FAILURE_EQUIP_ITEM	б« нгядя  Ќ”нд «б√‘н«Ѕ «бгхѕ—Џ….
REFINE_FAILURE_GRADE_DOWN	бёѕ Ё‘б  Џгбн… «б’ёб. бёѕ  г  ќЁн÷ г” жм е–« «б‘нЅ.
REFINE_FAILURE_KEEP_GRADE	бёѕ Ё‘б  Џгбн… «б’ёб.\nбЌ”д «бЌў° бёѕ  г «бЌЁ«ў Џбм е–« «б‘нЅ.
REFINE_FAILURE_METIN_INSEPARABLE_ITEM	б« нгЌдя Ќ–Ё Ќћ— «б‘»Ќ.
REFINE_FAILURE_NEED_BETTER_SCROLL	≈дя »Ќ«ћ… ≈бм бЁнЁ…  Ќ”нд √Ќ”д гд е–е.
REFINE_FAILURE_NO_GOLD_SOCKET	б« нжћѕ ед«я гё»” –е»н° б≈÷«Ё… %s.
REFINE_FAILURE_NO_MORE_REINFORCE	б« нгядя  Ќ”нд –бя √яЋ—.
REFINE_FAILURE_NO_MORE_SOCKET	б« нхгядя ≈÷«Ё… гё«»” ћѕнѕ….
REFINE_FAILURE_NO_SOCKET0	б« нжћѕ гё»” Ё«—џ гд √ћб %s.
REFINE_FAILURE_SOCKET_DISABLE_ITEM	б« нгядя ≈÷«Ё… гё«»” ≈÷«Ён… бе–« «б»дѕ.
REFINE_FAILURE_UPGRADE_DISABLE_ITEM	б« нгяд  Ќ”нд е–« «б»дѕ.
REFINE_QUESTION_CONFIRM	еб  —џ» Ён «бг «»Џ…њ
REFINE_QUESTION_WARNING_DOWN_GRADE_AND_REFIX_REMOVE	≈–« Ё‘б  Џгбн… «б Ќ”нд° ”ндќЁ÷ «бг” жм бѕ—ћ… √ёб гд «бЌѕ «б√ѕдм б √Ћн— «бЎёг° ж”н г «бџ«Ѕ  √Ћн— «бЎёг.
REFINE_QUESTION_WARNING_PREFIX_REMOVE	≈–« ёг  » Ќ”нд «б»дѕ Ё”н г Ќ–Ё  √Ћн— «бЎёг.
REFINE_SUCCESS	бёѕ  г  Ќ”нд е–« «б»дѕ »дћ«Ќ.
REFINE_SUCCESS_PROBALITY	Ё—’ «б Ќ”нд: %d%%
REFINE_WARNING2	еб  —џ» «бг «»Џ…њ
RESTART_HERE_BUTTON_TEXT_SUNGMAHEE_GATE	≈Ќн«Ѕ Џ‘ж«∆н
RESTART_POPUP_GIVEUP_ELEMENTAL_DUNGEON	бёѕ г . \nЏѕ гд Џ«бг «бЏд«’—!
RESTART_POPUP_GIVEUP_MIST_ISLAND	бёѕ жёЏ  Ён гЏ—я… «б√÷—Ќ… «бќг”….\n √д  «б¬д  Џжѕ ≈бм «бё—н….
RESTART_POPUP_GIVEUP_OTHER_WORLD_DUNGEON	‘ќ’н я гн …. \n”н г дёбя ё—н»р« ≈бм «бгѕнд….
RESTART_POPUP_GIVEUP_SUNGMAHEE_TOWER	е“нг… г—н—…! —Ќб я  д ен ед«.
RESTART_POPUP_RESTART_HERE_SUNGMAHEE_GATE	”н г ≈Ќн«ƒя Ён гя«д Џ‘ж«∆н Ён е–е «бгдЎё….
REVIVE_QUESTION	еб  —џ» Ён ≈Џ«ѕ… ≈Ќн«Ѕ %sњ Џѕѕ гд«‘н— «б≈Ќн«Ѕ: %d ёЎЏ…
REVIVE_SELF_QUESTION	еб  —џ» Ён ≈Џ«ѕ… ≈Ќн«Ѕ дЁ”яњ Џѕѕ гд«‘н— «б≈Ќн«Ѕ: %d ёЎЏ…
ROULETTE_REWARD_TEXT	«Ќ’б Џбм »дѕ
SAFEBOX_ERROR	≈д ябг… «б”— џн— ’ЌнЌ….
SAFEBOX_NEED_CHANGE_PASSWORD	«д е  ’б«Ќн… ябг… «б”— «бќ«’… »я.\nн—ћм «ќ н«— ябг… ”— ћѕнѕ….
SAFEBOX_SELL_DISABLE_SAFEITEM	б« нхгядя »нЏ √н гд «б√‘н«Ѕ «бгуЌЁхжў….
SAFEBOX_UNAVILABLE_PASSWORD_01	б« нгядя «” ќѕ«г ябг… «б”ш— е–е.
SAFEBOX_UNAVILABLE_PASSWORD_02	нћ» √д  Ќ жн ябг… «б”— Џбм %d √Ќ—Ё Џбм «б√ёб.
SAFEBOX_UNAVILABLE_PASSWORD_03	бёѕ ёг  »≈ѕќ«б ябг… ”—я «бЌ«бн…. н—ћм «ќ н«— ябг… ”— ћѕнѕ….
SAFEBOX_UNAVILABLE_PASSWORD_04	б« нгяд бябг… «б”— «бќ«’… »я √д  Ќ жн Џбм —ёг гя—— %d г—«  √ж Џбм √—ё«г г ”б”б….
SAFEBOX_UNAVILABLE_PASSWORD_05	б« нгядя ≈” ќѕ«г —гж“ ќ«’…. «б√Ќ—Ё «бг”гжЌ »е«: a-z° A-Z° 0-9
SAFEBOX_WRONG_PASSWORD	нћ» √д  яжд ябг«  «б”— г Ў«»ё….
SCREENSHOT_SAVE1	ЌхЁў  Ён
SCREENSHOT_SAVE2	гбЁ ’ж— «ббЏ»…
SCREENSHOT_SAVE_FAILURE	Ё‘цб ЌцЁў ’ж— «ббЏ»…
SECOND	Ћ«дн…
SECOND_CONFIRM_PET_FEED_QUESTION_1	нЌ жн «б»дѕ Џбм %d √ж √яЋ— гд «бЏб«ж« .
SECOND_CONFIRM_PET_FEED_QUESTION_2	еб √д  г √яѕ »√дя  жѕ ≈ЎЏ«г «б—Ёнё е–« «б»дѕњ
SECOND_CONFIRM_SELL_ITEM_QUESTION_1	нЌ жн «б»дѕ Џбм %d √ж √яЋ— гд «бЏб«ж« .
SECOND_CONFIRM_SELL_ITEM_QUESTION_2	еб √д  г √яѕ »√дя  жѕ »нЏ е–« «б»дѕњ
SECRET_DUNGEON_CREATE_REWARD_IMPOSSIBLE	еб  —џ» Ён ѕќжб гЏ»ѕ «б√бџ«“њ\nбг нЏѕ »≈гя«дя «бЌ’жб Џбм гя«Ё√… нжгн… («бжё  «бг »ён: %s)
SECRET_DUNGEON_CREATE_REWARD_POSSIBLE	еб  —џ» Ён ѕќжб гЏ»ѕ «б√бџ«“њ\nнгядя «бЌ’жб Џбм гя«Ё√… нжгн….
SECRET_DUNGEON_ENTER_DUNGEON_RE_REQUEST	Џбня гџ«ѕ—… «бгћгжЏ… ≈–« бг  ѕќб.\nеб  —нѕ «бѕќжбњ
SECRET_DUNGEON_ENTER_LIMIT_TIME	«бжё  «бг »ён ббѕќжб: %d Ћ«дн…
SECRET_DUNGEON_ENTER_MEMBER_REWARD_IMPOSSIBLE	 г ≈д‘«Ѕ дгж–ћ бгЏ»ѕ «б√бџ«“. еб  —џ» Ён «бѕќжбњ\nбг нЏѕ »≈гя«дя «бЌ’жб Џбм гя«Ё√… нжгн… («бжё  «бг »ён: %s)
SECRET_DUNGEON_ENTER_MEMBER_REWARD_POSSIBLE	 г ≈д‘«Ѕ дгж–ћ бгЏ»ѕ «б√бџ«“. еб  —џ» Ён «бѕќжбњ\nнгядя «бЌ’жб Џбм гя«Ё√… нжгн….
SECRET_DUNGEON_ENTER_QUESTION_ANSWER_TIMEOVER	бёѕ —Ё÷  «бѕќжб.
SECRET_DUNGEON_ENTER_QUESTION_NO	ябш«
SECRET_DUNGEON_ENTER_QUESTION_YES	дЏг
SELECT_ATTR_NOTICE	б« нгядя Ё Ќ г ћ— ќ«’ √Ћд«Ѕ «” Џг«бя бжўнЁ… ”Ќ— «б‘нЅ+.
SELECT_ATTR_NOT_OPEN	б« нгядя «” Џг«б жўнЁ… ”Ќ— «б‘нЅ+ ≈–« яд  ёѕ Ё Ќ  г ћ—р« ќ«’шр« »я гх”»ёр«.
SELECT_ATTR_NOT_SELECT	ё—ш— ≈–« яхд   —џ» Ён «б«Ќ Ё«ў »«бЏб«ж«  √ж «” »ѕ«бе«.
SELECT_CAN_NOT_DELETE	б« нхгядя Ќ–Ё е–е «б‘ќ’н….
SELECT_CAN_NOT_DELETE_ATTR67	б« нгядя Ќ–Ё «б‘ќ’н…°\n √Ћд«Ѕ ≈÷«Ё… Џб«ж….
SELECT_CAN_NOT_DELETE_GUILD_MEMBER	б« нгядя Ќ–Ё «б‘ќ’н… Ў«бг« √д  Џ÷ж Ён —«»Ў….
SELECT_CAN_NOT_DELETE_HAVE_SEALED_ITEM	б« нгядя Ќ–Ё «б‘ќ’н… Ў«бг« нжћѕ бѕня »джѕ г—»жЎ… »«б—жЌ.
SELECT_CAN_NOT_DELETE_LAST_CHAR_SAFEBOX	б« нгядя Ќ–Ё «б‘ќ’н… Ў«бг« бѕня »джѕ Ён «бг” жѕЏ.
SELECT_CAN_NOT_DELETE_LIMITE_LEVEL	нгядя Ќ–Ё ‘ќ’н я Ќ м г” жм 119 яЌѕ √ё’м.
SELECT_CAN_NOT_DELETE_MARRIAGE	б« нгядя Ќ–Ё ‘ќ’н… г “жћ….
SELECT_CAN_NOT_DELETE_PREMIUM_PRIVATE_SHOP	б« н“«б бѕня ”бЏ Ён г ћ—я «б‘ќ’н.
SELECT_CAN_NOT_DELETE_PRIVATE_CODE_ERROR	—г“ «бЌ–Ё џн— ’ЌнЌ.
SELECT_CAN_NOT_DELETE_REMAIN_TIME	б« нгядя Ќ–Ё «б‘ќ’н… г»«‘—… »Џѕ «д‘«∆е«. жё  «б«д ў«—: %s
SELECT_CHANGED_NAME	бёѕ ёхг  » џнн— «”г е–е «б‘ќ’н….
SELECT_CHANGE_FAILURE_ALREADY_EXIST_NAME	≈д «”г «б‘ќ’н… «бгќ «— гх” Џгб.
SELECT_CHANGE_FAILURE_STRANGE_INDEX	Ќ«жб гћѕѕ«р.
SELECT_CHANGE_FAILURE_STRANGE_NAME	«”г «б‘ќ’н… џн— ’ЌнЌ.
SELECT_CHANGE_NAME_TITLE	 џнн— «”г «б‘ќ’н…
SELECT_DELEING	»ѕ√  Џгбн… «бЌ–Ё ...
SELECT_DELETED	 г «бЌ–Ё »дћ«Ќ.
SELECT_DO_YOU_DELETE_REALLY	еб  —џ» Ён «бг «»Џ…њ
SELECT_EMPTY_SLOT	≈д е–е «бќ«д… Ё«—џ….
SELECT_GM_NAME	”нѕ «ббЏ»…
SELECT_INPUT_CHANGING_NAME	«б—ћ«Ѕ ≈ѕќ«б «”г ћѕнѕ бб‘ќ’н….
SELECT_NOT_JOIN_GUILD	»ѕжд —«»Ў…
SERVER_NOTIFY_CLOSED	ќ«ѕг гџбё: нгяд ЁёЎ ббЌ”«»«  «б н  г «д‘«∆е« ё»б ≈џб«ё «бќ«ѕг «бѕќжб «бне.
SERVER_STATUS_CLOSE	гџбё
SERVER_STATUS_NEW	ћѕнѕ
SERVER_STATUS_SPECIAL	ќ«’
SERVER_STATUS_STANDBY	гџбё
SET_ITEM_CLEAR_CONFIRM_QUESTION	еб  —нѕ ≈“«б…  √Ћн— «бЎёгњ
SET_ITEM_CLEAR_CONFIRM_QUESTION_1	нЌ жн е–« «б»дѕ Џбм %d Џб«ж…/Ќћ— ‘»Ќн
SET_ITEM_CLEAR_CONFIRM_QUESTION_2	еб √д  г √яѕњ
SET_ITEM_DO_NOT_EQUIP_ITEM	б« нгядя гдЌ  √Ћн— «бЎёг ббЏ «ѕ «бгће“.
SET_ITEM_DO_NOT_SEAL_ITEM	б« нгядя «бён«г »е–« «б√г— гЏ »дѕ г—»жЎ »«б—жЌ.
SHOP_BUY_INFO	«ќ — Ён д«Ё–… «бг ћ— «б‘нЅ «б–н  —џ» Ён ‘—«∆е.
SHOP_CANNOT_SELL_EQUIPMENT	б« нгядя »нЏ «б√‘н«Ѕ «бгѕ—Џ….
SHOP_CANNOT_SELL_ITEM	е–« «б‘нЅ џн— гЏ—ж÷ бб»нЏ.
SHOP_ERROR_UNKNOWN	ЏЎ» гћежб Ён «бг ћ—: %s
SHOP_EXCEED_LIMIT_TODAY	бёѕ  ќЎн  «бЌѕ «бнжгн б«” ќѕ«г «бдё«Ў.
SHOP_INVALID_POS	≈д е–« «б‘нЅ џн— гд«”».
SHOP_INVENTORY_FULL	бг нЏхѕ ед«я гя«д Ё«—џ Ён ё«∆г… «бћ—ѕ.
SHOP_LIMITED_DATA_LOADING	н г «б¬д  Ќгнб «б»н«д« . «б—ћ«Ѕ ≈Џ«ѕ… «бгЌ«жб… б«Ќё«.
SHOP_LIMITED_ITEM_REMAIN_COUNT	«б»джѕ «бг »ён…: %d
SHOP_LIMITED_PURCHASE_OVER	 г »нЏе
SHOP_LIMIT_TODAY	«бЌѕ «бнжгн: %d / %d
SHOP_MY_BATTLE_POINT	дё«Ў «бгЏ—я…: %d
SHOP_MY_MEDAL_OF_HONOR	гнѕ«бн… «б‘—Ё: %d
SHOP_NOT_ENOUGH_10TH_COIN	бн” бѕня г« няЁн гд Џгб«  «бЏнѕ «б”джн!
SHOP_NOT_ENOUGH_BATTLE_POINT	бн” бѕня г« няЁн гд дё«Ў «бгЏ—я…!
SHOP_NOT_ENOUGH_BNW	бн” бѕня г«няЁн гд Џгб… «бЏ—«Ё.
SHOP_NOT_ENOUGH_GUILD_LEVEL	г” жм «б—«»Ў… гдќЁ÷ ћѕш«р.
SHOP_NOT_ENOUGH_MEDAL_OF_HONOR	б«  г бя г« няЁн гд гнѕ«бн… «б‘—Ё.
SHOP_NOT_ENOUGH_MONEY	б«  гбя г« няЁн гд «бжжд √ж «бн«дџ
SHOP_NOT_ENOUGH_MONEY_EX	≈дя б«  гбя г« няЁн гд «бн«дџ.
SHOP_SELL_INFO	«ќ — Ён ћѕжб ё«∆г… «бћ—ѕ «б‘нЅ «б–н  —џ» Ён »нЏе.
SHOP_SOLDOUT	 г »нЏе
SHOT_ERROR_UNKNOWN	ќЎ√ гћежб √Ћд«Ѕ «бећжг Џд »Џѕ: %s
SKILL_BLEEDING	д“ъЁ
SKILL_BOHO	«дЏя«”
SKILL_BUDONG	бёѕ  жёЁ «” Џг«бе
SKILL_CANNOT_LEVEL_UP_ANYMORE_BY_BOOK	” Ќ «ћ ≈бм дё«Ў «б√”бж» б Џбг е–е «бге«—….
